Artist,Title,Album,Year,Filename,Analysis
Billboard Top 100 Hits Of 1963,094 - Johnny Thunder - Loop De Loop,,,Billboard Top 100 Hits Of 1963 - 094 - Johnny Thunder - Loop De Loop.mp3,❌ Not found - likely rare
Billboard Top 100 Hits Of 1963,080 - Mary Wells - Two Lovers,,,Billboard Top 100 Hits Of 1963 - 080 - Mary Wells - Two Lovers.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1963,024 - Trini Lopez - If I Had A Hammer,,,Billboard Top 100 Hits Of 1963 - 024 - Trini Lopez - If I Had A Hammer.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1963,098 - Kingston Trio - Reverend Mr. Black,,,Billboard Top 100 Hits Of 1963 - 098 - Kingston Trio - Reverend Mr. Black.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1963,089 - Ray Charles - Take These Chains From My Heart,,,Billboard Top 100 Hits Of 1963 - 089 - Ray Charles - Take These Chains From My Heart.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1963,091 - Dion & The Belmonts - Donna The Prima Donna,,,Billboard Top 100 Hits Of 1963 - 091 - Dion & The Belmonts - Donna The Prima Donna.mp3,❌ Not found - likely rare
Billboard Top 100 Hits Of 1963,070 - Elvis Presley - You're The Devil In Disguise,,,Billboard Top 100 Hits Of 1963 - 070 - Elvis Presley - You're The Devil In Disguise.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1963,066 - Rufus Thomas - Walkin The Dog,,,Billboard Top 100 Hits Of 1963 - 066 - Rufus Thomas - Walkin The Dog.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1963,099 - Marvin Gaye - Pride And Joy,,,Billboard Top 100 Hits Of 1963 - 099 - Marvin Gaye - Pride And Joy.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1963,008 - Angles - My Boyfriend's Back,,,Billboard Top 100 Hits Of 1963 - 008 - Angles - My Boyfriend's Back.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1963,061 - Paul Petersen - My Dad,,,Billboard Top 100 Hits Of 1963 - 061 - Paul Petersen - My Dad.mp3,❌ Not found - likely rare
Billboard Top 100 Hits Of 1963,019 - Cascades - Rhythm Of The Rain,,,Billboard Top 100 Hits Of 1963 - 019 - Cascades - Rhythm Of The Rain.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1963,077 - Nat King Cole - Those Lazy-Hazy Days Of Summer,,,Billboard Top 100 Hits Of 1963 - 077 - Nat King Cole - Those Lazy-Hazy Days Of Summer.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1963,073 - Jackie Wilson - Baby Workout,,,Billboard Top 100 Hits Of 1963 - 073 - Jackie Wilson - Baby Workout.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1963,097 - Les Cooper - Wiggle Wobble,,,Billboard Top 100 Hits Of 1963 - 097 - Les Cooper - Wiggle Wobble.mp3,❌ Not found - likely rare
Billboard Top 100 Hits Of 1963,058 - Caravelles - You Don't Have To Be A Baby,,,Billboard Top 100 Hits Of 1963 - 058 - Caravelles - You Don't Have To Be A Baby.mp3,❌ Not found - likely rare
Billboard Top 100 Hits Of 1963,021 - Bobby Vee - The Night Has A Thousand Eyes,,,Billboard Top 100 Hits Of 1963 - 021 - Bobby Vee - The Night Has A Thousand Eyes.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1963,082 - Ned Miller - From A Jack To A King,,,Billboard Top 100 Hits Of 1963 - 082 - Ned Miller - From A Jack To A King.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1963,069 - Randy And The Rainbows - Denise,,,Billboard Top 100 Hits Of 1963 - 069 - Randy And The Rainbows - Denise.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1963,063 - Miracles - You've Really Got A Hold On Me,,,Billboard Top 100 Hits Of 1963 - 063 - Miracles - You've Really Got A Hold On Me.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1963,034 - Ronettes - Be My Baby,,,Billboard Top 100 Hits Of 1963 - 034 - Ronettes - Be My Baby.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1963,035 - Surfaris - Wipe Out,,,Billboard Top 100 Hits Of 1963 - 035 - Surfaris - Wipe Out.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1963,006 - Steve Lawrence - Go Away Little Girl,,,Billboard Top 100 Hits Of 1963 - 006 - Steve Lawrence - Go Away Little Girl.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1963,020 - Skeeter Davis - The End Of The World,,,Billboard Top 100 Hits Of 1963 - 020 - Skeeter Davis - The End Of The World.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1963,037 - Martha Reeves & The Vandellas - Heat Wave,,,Billboard Top 100 Hits Of 1963 - 037 - Martha Reeves & The Vandellas - Heat Wave.mp3,❌ Not found - likely rare
Billboard Top 100 Hits Of 1963,095 - Cookies - Don't Say Nothin' Bad [About My Baby],,,Billboard Top 100 Hits Of 1963 - 095 - Cookies - Don't Say Nothin' Bad [About My Baby].mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1963,081 - Los Indios Tabajaras - Maria Elena,,,Billboard Top 100 Hits Of 1963 - 081 - Los Indios Tabajaras - Maria Elena.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1963,062 - Charles & Inez Foxx - Mockingbird,,,Billboard Top 100 Hits Of 1963 - 062 - Charles & Inez Foxx - Mockingbird.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1963,087 - Bobby Soxx & The Blue Jeans - Zip-A-Dee Doo-Dah,,,Billboard Top 100 Hits Of 1963 - 087 - Bobby Soxx & The Blue Jeans - Zip-A-Dee Doo-Dah.mp3,❌ Not found - likely rare
Billboard Top 100 Hits Of 1963,072 - Roy Orbison - Mean Woman Blues,,,Billboard Top 100 Hits Of 1963 - 072 - Roy Orbison - Mean Woman Blues.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1963,012 - Dale & Grace - I'm Leaving It All Up To You,,,Billboard Top 100 Hits Of 1963 - 012 - Dale & Grace - I'm Leaving It All Up To You.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1963,079 - Johnny Mathis - What Will My Mary Say,,,Billboard Top 100 Hits Of 1963 - 079 - Johnny Mathis - What Will My Mary Say.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1963,040 - Lesley Gore - She's A Fool,,,Billboard Top 100 Hits Of 1963 - 040 - Lesley Gore - She's A Fool.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1963,064 - Rockin Rebels - Wild Weekend,,,Billboard Top 100 Hits Of 1963 - 064 - Rockin Rebels - Wild Weekend.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1963,025 - Nino Tempo & April Stevens - Deep Purple,,,Billboard Top 100 Hits Of 1963 - 025 - Nino Tempo & April Stevens - Deep Purple.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1964,080 - Hondells - Little Honda,,,Billboard Top 100 Hits Of 1964 - 080 - Hondells - Little Honda.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1964,028 - Lorne Greene - Ringo,,,Billboard Top 100 Hits Of 1964 - 028 - Lorne Greene - Ringo.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1964,053 - Ronny & The Daytonas - Little Gto,,,Billboard Top 100 Hits Of 1964 - 053 - Ronny & The Daytonas - Little Gto.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1964,072 - Rivieras - California Sun,,,Billboard Top 100 Hits Of 1964 - 072 - Rivieras - California Sun.mp3,❌ Not found - likely rare
Billboard Top 100 Hits Of 1964,046 - Rip Cords - Hey Little Cobra,,,Billboard Top 100 Hits Of 1964 - 046 - Rip Cords - Hey Little Cobra.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1964,007 - Bobby Vinton - There I've Said It Again,,,Billboard Top 100 Hits Of 1964 - 007 - Bobby Vinton - There I've Said It Again.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1964,060 - Betty Everett - The Shoop Shoop Song,,,Billboard Top 100 Hits Of 1964 - 060 - Betty Everett - The Shoop Shoop Song.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1964,024 - Newbeats - Bread & Butter,,,Billboard Top 100 Hits Of 1964 - 024 - Newbeats - Bread & Butter.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1964,064 - Major Lance - Um Um Um Um Um Um,,,Billboard Top 100 Hits Of 1964 - 064 - Major Lance - Um Um Um Um Um Um.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1964,012 - Dean Martin - Everybody Loves Somebody,,,Billboard Top 100 Hits Of 1964 - 012 - Dean Martin - Everybody Loves Somebody.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1964,077 - Johnny Tillotson - Talk Back Trembling Lips,,,Billboard Top 100 Hits Of 1964 - 077 - Johnny Tillotson - Talk Back Trembling Lips.mp3,❌ Not found - likely rare
Billboard Top 100 Hits Of 1964,030 - Bobby Rydell - Forget Him,,,Billboard Top 100 Hits Of 1964 - 030 - Bobby Rydell - Forget Him.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1964,052 - Serendipity Singers - Don't Let The Rain Come Down,,,Billboard Top 100 Hits Of 1964 - 052 - Serendipity Singers - Don't Let The Rain Come Down.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1964,094 - Jan & Dean - Drag City,,,Billboard Top 100 Hits Of 1964 - 094 - Jan & Dean - Drag City.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1964,098 - Roger Miller - Chug-A-Lug,,,Billboard Top 100 Hits Of 1964 - 098 - Roger Miller - Chug-A-Lug.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1964,063 - Beatles - Do You Want To Know A Secret,,,Billboard Top 100 Hits Of 1964 - 063 - Beatles - Do You Want To Know A Secret.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1964,083 - Kingsmen - Money,,,Billboard Top 100 Hits Of 1964 - 083 - Kingsmen - Money.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1964,061 - Honeycombs - Have I The Right,,,Billboard Top 100 Hits Of 1964 - 061 - Honeycombs - Have I The Right.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1964,073 - Beach Boys - Fun Fun Fun,,,Billboard Top 100 Hits Of 1964 - 073 - Beach Boys - Fun Fun Fun.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1964,057 - Gerry And The Pacemakers - Don't Let The Sun Catch You Crying,,,Billboard Top 100 Hits Of 1964 - 057 - Gerry And The Pacemakers - Don't Let The Sun Catch You Crying.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1964,037 - Murmaids - Popcicles Icicles,,,Billboard Top 100 Hits Of 1964 - 037 - Murmaids - Popcicles Icicles.mp3,❌ Not found - likely rare
Billboard Top 100 Hits Of 1964,065 - Herman's Hermits - Into Something Good,,,Billboard Top 100 Hits Of 1964 - 065 - Herman's Hermits - Into Something Good.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1964,082 - Joey Power - Midnight Mary,,,Billboard Top 100 Hits Of 1964 - 082 - Joey Power - Midnight Mary.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1964,079 - Shirley Ellis - The Nitty Gritty,,,Billboard Top 100 Hits Of 1964 - 079 - Shirley Ellis - The Nitty Gritty.mp3,❌ Not found - likely rare
Billboard Top 100 Hits Of 1964,070 - Stan Getz - The Girl From Ipanema,,,Billboard Top 100 Hits Of 1964 - 070 - Stan Getz - The Girl From Ipanema.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1964,067 - Marketts - Out Of Limits,,,Billboard Top 100 Hits Of 1964 - 067 - Marketts - Out Of Limits.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1964,096 - Al Martino - I Love You More And More Every Day,,,Billboard Top 100 Hits Of 1964 - 096 - Al Martino - I Love You More And More Every Day.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1964,068 - Bobby Freeman - C'mon And Swim,,,Billboard Top 100 Hits Of 1964 - 068 - Bobby Freeman - C'mon And Swim.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1964,058 - Jerry Butler W Betty Everet - Let It Be Me,,,Billboard Top 100 Hits Of 1964 - 058 - Jerry Butler W Betty Everet - Let It Be Me.mp3,❌ Not found - likely rare
Billboard Top 100 Hits Of 1964,020 - Four Seasons - Rag Doll,,,Billboard Top 100 Hits Of 1964 - 020 - Four Seasons - Rag Doll.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1964,097 - Brenda Lee - As Usual,,,Billboard Top 100 Hits Of 1964 - 097 - Brenda Lee - As Usual.mp3,❌ Not found - likely rare
Billboard Top 100 Hits Of 1964,085 - Gene Pitney - I'm Gonna Be Strong,,,Billboard Top 100 Hits Of 1964 - 085 - Gene Pitney - I'm Gonna Be Strong.mp3,❌ Not found - likely rare
Billboard Top 100 Hits Of 1964,059 - Jan & Dean - Dead Man's Curve,,,Billboard Top 100 Hits Of 1964 - 059 - Jan & Dean - Dead Man's Curve.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1965,091 - Zombies - Tell Her No,,,Billboard Top 100 Hits Of 1965 - 091 - Zombies - Tell Her No.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1965,020 - Ramsey Lewis - The In Crowd,,,Billboard Top 100 Hits Of 1965 - 020 - Ramsey Lewis - The In Crowd.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1965,071 - Bert Kaempfert - Red Roses For A Blue Lady,,,Billboard Top 100 Hits Of 1965 - 071 - Bert Kaempfert - Red Roses For A Blue Lady.mp3,❌ Not found - likely rare
Billboard Top 100 Hits Of 1965,089 - Sam Cook - Shake,,,Billboard Top 100 Hits Of 1965 - 089 - Sam Cook - Shake.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1965,037 - Toys - A Lover's Concerto,,,Billboard Top 100 Hits Of 1965 - 037 - Toys - A Lover's Concerto.mp3,❌ Not found - likely rare
Billboard Top 100 Hits Of 1965,070 - Sounds Orchestral - Cast Your Fate To The Wind,,,Billboard Top 100 Hits Of 1965 - 070 - Sounds Orchestral - Cast Your Fate To The Wind.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1965,060 - Hermin's Hermits - Wonderful World,,,Billboard Top 100 Hits Of 1965 - 060 - Hermin's Hermits - Wonderful World.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1965,052 - Shirley Ellis - The Name Game,,,Billboard Top 100 Hits Of 1965 - 052 - Shirley Ellis - The Name Game.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1965,058 - Johnny Rivers - Seventh Son,,,Billboard Top 100 Hits Of 1965 - 058 - Johnny Rivers - Seventh Son.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1965,055 - Fontella Bass - Rescue Me,,,Billboard Top 100 Hits Of 1965 - 055 - Fontella Bass - Rescue Me.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1965,066 - Marvin Gaye - Ain't That Peculiar,,,Billboard Top 100 Hits Of 1965 - 066 - Marvin Gaye - Ain't That Peculiar.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1965,072 - James Brown - Papa's Got A Brand New Bag,,,Billboard Top 100 Hits Of 1965 - 072 - James Brown - Papa's Got A Brand New Bag.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1965,082 - Dave Clark Five - Catch Us If You Can,,,Billboard Top 100 Hits Of 1965 - 082 - Dave Clark Five - Catch Us If You Can.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1965,007 - Four Tops - I Can't Help Myself,,,Billboard Top 100 Hits Of 1965 - 007 - Four Tops - I Can't Help Myself.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1965,078 - Glenn Yarborough - Baby The Rain Must Fall,,,Billboard Top 100 Hits Of 1965 - 078 - Glenn Yarborough - Baby The Rain Must Fall.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1965,064 - Gary Lewis & The Playboys - Everybody Loves A Clown,,,Billboard Top 100 Hits Of 1965 - 064 - Gary Lewis & The Playboys - Everybody Loves A Clown.mp3,❌ Not found - likely rare
Billboard Top 100 Hits Of 1965,045 - Supremes - Back In My Arms Again,,,Billboard Top 100 Hits Of 1965 - 045 - Supremes - Back In My Arms Again.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1965,048 - Del Shannon - Keep Searching,,,Billboard Top 100 Hits Of 1965 - 048 - Del Shannon - Keep Searching.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1965,093 - Roger Miller - England Swings,,,Billboard Top 100 Hits Of 1965 - 093 - Roger Miller - England Swings.mp3,❌ Not found - likely rare
Billboard Top 100 Hits Of 1965,065 - Marvin Gaye - How Sweet It Is,,,Billboard Top 100 Hits Of 1965 - 065 - Marvin Gaye - How Sweet It Is.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1965,085 - Robert Goulet - My Love Forgive Me,,,Billboard Top 100 Hits Of 1965 - 085 - Robert Goulet - My Love Forgive Me.mp3,❌ Not found - likely rare
Billboard Top 100 Hits Of 1965,035 - Jerk - The Jerk,,,Billboard Top 100 Hits Of 1965 - 035 - Jerk - The Jerk.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1965,051 - Manfred Mann - Sha La La,,,Billboard Top 100 Hits Of 1965 - 051 - Manfred Mann - Sha La La.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1965,079 - Gary Lewis & Playboys - Save Your Heart For Me,,,Billboard Top 100 Hits Of 1965 - 079 - Gary Lewis & Playboys - Save Your Heart For Me.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1965,024 - James Brown - I Got You,,,Billboard Top 100 Hits Of 1965 - 024 - James Brown - I Got You.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1965,094 - Beau Brummels - Just A Little,,,Billboard Top 100 Hits Of 1965 - 094 - Beau Brummels - Just A Little.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1965,097 - Curtis Mayfield & Impressions - Amen,,,Billboard Top 100 Hits Of 1965 - 097 - Curtis Mayfield & Impressions - Amen.mp3,❌ Not found - likely rare
Billboard Top 100 Hits Of 1965,050 - Mel Carter - Hold Me Thrill Me Kiss Me,,,Billboard Top 100 Hits Of 1965 - 050 - Mel Carter - Hold Me Thrill Me Kiss Me.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1965,059 - Beach Boys - California Girls,,,Billboard Top 100 Hits Of 1965 - 059 - Beach Boys - California Girls.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1965,021 - McCoys - Hang On Sloopy,,,Billboard Top 100 Hits Of 1965 - 021 - McCoys - Hang On Sloopy.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1965,088 - Ian Whitcomb - You Turn Me On,,,Billboard Top 100 Hits Of 1965 - 088 - Ian Whitcomb - You Turn Me On.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1965,080 - Eddie Arnold - Make The World Go Away,,,Billboard Top 100 Hits Of 1965 - 080 - Eddie Arnold - Make The World Go Away.mp3,❌ Not found - likely rare
Billboard Top 100 Hits Of 1965,098 - Patti Page - Hush Hush Sweet Charlotte,,,Billboard Top 100 Hits Of 1965 - 098 - Patti Page - Hush Hush Sweet Charlotte.mp3,❌ Not found - likely rare
Billboard Top 100 Hits Of 1965,077 - Yardbirds - Heart Full Of Soul,,,Billboard Top 100 Hits Of 1965 - 077 - Yardbirds - Heart Full Of Soul.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1965,054 - Petula Clark - I Know A Place,,,Billboard Top 100 Hits Of 1965 - 054 - Petula Clark - I Know A Place.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1965,047 - Gentrys - Keep On Dancin',,,Billboard Top 100 Hits Of 1965 - 047 - Gentrys - Keep On Dancin'.mp3,❌ Not found - likely rare
Billboard Top 100 Hits Of 1965,096 - Peter & Gordon - I Go To Pieces,,,Billboard Top 100 Hits Of 1965 - 096 - Peter & Gordon - I Go To Pieces.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1966,063 - Jackie Lee - The Duck,,,Billboard Top 100 Hits Of 1966 - 063 - Jackie Lee - The Duck.mp3,❌ Not found - likely rare
Billboard Top 100 Hits Of 1966,093 - Roger Miller - England Swings,,,Billboard Top 100 Hits Of 1966 - 093 - Roger Miller - England Swings.mp3,❌ Not found - likely rare
Billboard Top 100 Hits Of 1966,088 - The Shadows Of Knight - Gloria,,,Billboard Top 100 Hits Of 1966 - 088 - The Shadows Of Knight - Gloria.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1966,086 - Joe Cuba Sextet - Bang Bang [Instrumental],,,Billboard Top 100 Hits Of 1966 - 086 - Joe Cuba Sextet - Bang Bang [Instrumental].mp3,❌ Not found - likely rare
Billboard Top 100 Hits Of 1966,079 - Gary Lewis & The Playboys - She's Just My Style,,,Billboard Top 100 Hits Of 1966 - 079 - Gary Lewis & The Playboys - She's Just My Style.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1966,020 - The Crykle - Red Rubber Ball,,,Billboard Top 100 Hits Of 1966 - 020 - The Crykle - Red Rubber Ball.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1966,099 - The Silkie - You've Got To Hide Your Love Away,,,Billboard Top 100 Hits Of 1966 - 099 - The Silkie - You've Got To Hide Your Love Away.mp3,❌ Not found - likely rare
Billboard Top 100 Hits Of 1966,057 - The Critters - Younger Girl,,,Billboard Top 100 Hits Of 1966 - 057 - The Critters - Younger Girl.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1966,058 - Robert Parker - Barefootin',,,Billboard Top 100 Hits Of 1966 - 058 - Robert Parker - Barefootin'.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1966,077 - Count Five - Psychotic Reaction,,,Billboard Top 100 Hits Of 1966 - 077 - Count Five - Psychotic Reaction.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1966,012 - Simon & Garfunkel - Sounds Of Silence,,,Billboard Top 100 Hits Of 1966 - 012 - Simon & Garfunkel - Sounds Of Silence.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1966,085 - Diana Ross & The Supremes - My World Is Empty Without You,,,Billboard Top 100 Hits Of 1966 - 085 - Diana Ross & The Supremes - My World Is Empty Without You.mp3,❌ Not found - likely rare
Billboard Top 100 Hits Of 1966,069 - Johnny Rivers - Poor Side Of Town,,,Billboard Top 100 Hits Of 1966 - 069 - Johnny Rivers - Poor Side Of Town.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1966,024 - The Rolling Stones - 19th Nervous Breakdown,,,Billboard Top 100 Hits Of 1966 - 024 - The Rolling Stones - 19th Nervous Breakdown.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1966,060 - The Outsiders - Time Won't Let Me,,,Billboard Top 100 Hits Of 1966 - 060 - The Outsiders - Time Won't Let Me.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1966,076 - The Wonder Who - Don't Think Twice,,,Billboard Top 100 Hits Of 1966 - 076 - The Wonder Who - Don't Think Twice.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1966,072 - Herman's Hermits - Listen People,,,Billboard Top 100 Hits Of 1966 - 072 - Herman's Hermits - Listen People.mp3,❌ Not found - likely rare
Billboard Top 100 Hits Of 1966,064 - Peter & Gordon - Lady Godiva,,,Billboard Top 100 Hits Of 1966 - 064 - Peter & Gordon - Lady Godiva.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1966,068 - Len Berry - 1 2 3,,,Billboard Top 100 Hits Of 1966 - 068 - Len Berry - 1 2 3.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1966,073 - Syndicate Of Sound - Little Girl,,,Billboard Top 100 Hits Of 1966 - 073 - Syndicate Of Sound - Little Girl.mp3,❌ Not found - likely rare
Billboard Top 100 Hits Of 1966,084 - The Marvelettes - Don't Mess With Bill,,,Billboard Top 100 Hits Of 1966 - 084 - The Marvelettes - Don't Mess With Bill.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1966,046 - The Critters - Mr Dyingly Sad,,,Billboard Top 100 Hits Of 1966 - 046 - The Critters - Mr Dyingly Sad.mp3,❌ Not found - likely rare
Billboard Top 100 Hits Of 1966,037 - Beach Boys - Good Vibrations,,,Billboard Top 100 Hits Of 1966 - 037 - Beach Boys - Good Vibrations.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1966,065 - Crispian St Peters - The Pied Piper,,,Billboard Top 100 Hits Of 1966 - 065 - Crispian St Peters - The Pied Piper.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1966,059 - The Four Seasons - I've Got You Under My Skin,,,Billboard Top 100 Hits Of 1966 - 059 - The Four Seasons - I've Got You Under My Skin.mp3,❌ Not found - likely rare
Billboard Top 100 Hits Of 1966,070 - Bob Lind - Elusive Butterfly,,,Billboard Top 100 Hits Of 1966 - 070 - Bob Lind - Elusive Butterfly.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1966,095 - Mike Douglas - The Men In My Little Girl's Life,,,Billboard Top 100 Hits Of 1966 - 095 - Mike Douglas - The Men In My Little Girl's Life.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1966,066 - Jimmy Ruffin - What Becomes Of The Brokenhearted,,,Billboard Top 100 Hits Of 1966 - 066 - Jimmy Ruffin - What Becomes Of The Brokenhearted.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1967,070 - Grass Roots - Let's Live For Today,,,Billboard Top 100 Hits Of 1967 - 070 - Grass Roots - Let's Live For Today.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1967,"091 - Peter, Paul & Mary - I Dig Rock & Roll Music",,,"Billboard Top 100 Hits Of 1967 - 091 - Peter, Paul & Mary - I Dig Rock & Roll Music.mp3",❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1967,077 - James Brown & The Famous Flames - Cold Sweat,,,Billboard Top 100 Hits Of 1967 - 077 - James Brown & The Famous Flames - Cold Sweat.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1967,065 - Blues Magoos - Nothin Yet,,,Billboard Top 100 Hits Of 1967 - 065 - Blues Magoos - Nothin Yet.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1967,058 - Five Americans - Western Union,,,Billboard Top 100 Hits Of 1967 - 058 - Five Americans - Western Union.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1967,"047 - 5th Dimension - Up, Up & Away",,,"Billboard Top 100 Hits Of 1967 - 047 - 5th Dimension - Up, Up & Away.mp3",❌ Not found - likely rare
Billboard Top 100 Hits Of 1967,"021 - Jay & The Techniques - Apples, Peaches, Pumpkin Pie",,,"Billboard Top 100 Hits Of 1967 - 021 - Jay & The Techniques - Apples, Peaches, Pumpkin Pie.mp3",❓ Poor matches - potentially rare
